property_id,date,event_type,severity,damage_value
PROP_00841,2023-10-12,Hail,Moderate,1924834
PROP_00850,2023-10-12,Hail,Minor,361508
PROP_00875,2023-10-12,Flood,Minor,2007283
PROP_00877,2023-10-12,Hail,Minor,4886658
PROP_00884,2023-10-12,Flood,Minor,1486014
PROP_00887,2023-10-12,Storm,Moderate,3134351
PROP_00908,2023-10-12,Flood,Minor,1085250
PROP_00917,2023-10-12,Flood,Minor,1834046
PROP_00934,2023-10-12,Flood,Minor,1412905
PROP_00936,2023-10-12,Hail,Moderate,1826762
PROP_00974,2023-10-12,Flood,Minor,2892626
PROP_00993,2023-10-12,Flood,Minor,431681
PROP_00008,2023-11-11,Hail,Minor,2317966
PROP_00010,2023-11-11,Storm,Severe,583286
PROP_00019,2023-11-11,Flood,Moderate,1667843
PROP_00028,2023-11-11,Storm,Minor,2379506
PROP_00030,2023-11-11,Hail,Minor,393880
PROP_00043,2023-11-11,Storm,Severe,799424
PROP_00059,2023-11-11,Storm,Moderate,1874091
PROP_00061,2023-11-11,Flood,Minor,1747852
PROP_00068,2023-11-11,Storm,Minor,442498
PROP_00070,2023-11-11,Flood,Severe,2632689
PROP_00074,2023-11-11,Storm,Moderate,642376
PROP_00082,2023-11-11,Flood,Severe,3630843
PROP_00085,2023-11-11,Storm,Moderate,257966
PROP_00088,2023-11-11,Storm,Moderate,1004121
PROP_00117,2023-11-11,Storm,Minor,391021
PROP_00124,2023-11-11,Storm,Moderate,971897
PROP_00132,2023-11-11,Storm,Minor,2132464
PROP_00144,2023-11-11,Storm,Minor,2183259
PROP_00152,2023-11-11,Flood,Moderate,1718293
PROP_00162,2023-11-11,Flood,Moderate,1933054
PROP_00179,2023-11-11,Hail,Minor,1236531
PROP_00186,2023-11-11,Flood,Severe,648692
PROP_00188,2023-11-11,Flood,Moderate,1310792
PROP_00199,2023-11-11,Hail,Minor,614050
PROP_00217,2023-11-11,Flood,Minor,3479355
PROP_00240,2023-11-11,Flood,Minor,1535297
PROP_00275,2023-11-11,Flood,Severe,1869627
PROP_00277,2023-11-11,Hail,Minor,2441459
PROP_00289,2023-11-11,Flood,Minor,651756
PROP_00294,2023-11-11,Flood,Moderate,2656298
PROP_00319,2023-11-11,Flood,Moderate,1991831
PROP_00325,2023-11-11,Flood,Moderate,1312672
PROP_00326,2023-11-11,Flood,Severe,1087064
PROP_00328,2023-11-11,Storm,Moderate,127349
PROP_00329,2023-11-11,Storm,Minor,1431073
PROP_00338,2023-11-11,Storm,Moderate,711462
PROP_00378,2023-11-11,Flood,Minor,2618646
PROP_00382,2023-11-11,Flood,Moderate,843931
PROP_00388,2023-11-11,Flood,Minor,7325882
PROP_00389,2023-11-11,Hail,Minor,7387206
PROP_00406,2023-11-11,Flood,Minor,960321
PROP_00412,2023-11-11,Flood,Minor,578198
PROP_00427,2023-11-11,Flood,Minor,1681289
PROP_00428,2023-11-11,Flood,Minor,2483710
PROP_00430,2023-11-11,Flood,Severe,2380009
PROP_00435,2023-11-11,Hail,Minor,861226
PROP_00445,2023-11-11,Flood,Severe,2655534
PROP_00446,2023-11-11,Flood,Severe,2404245
PROP_00477,2023-11-11,Storm,Minor,995223
PROP_00494,2023-11-11,Hail,Minor,639335
PROP_00495,2023-11-11,Flood,Severe,871504
PROP_00497,2023-11-11,Storm,Moderate,3180782
PROP_00506,2023-11-11,Storm,Minor,3125994
PROP_00508,2023-11-11,Hail,Severe,1558012
PROP_00513,2023-11-11,Hail,Moderate,677232
PROP_00515,2023-11-11,Storm,Severe,758628
PROP_00527,2023-11-11,Flood,Minor,1101063
PROP_00550,2023-11-11,Hail,Minor,135122
PROP_00559,2023-11-11,Storm,Moderate,1496980
PROP_00564,2023-11-11,Flood,Minor,287965
PROP_00570,2023-11-11,Hail,Minor,1906961
PROP_00583,2023-11-11,Flood,Moderate,241427
PROP_00600,2023-11-11,Hail,Minor,729355
PROP_00601,2023-11-11,Hail,Minor,1801467
PROP_00645,2023-11-11,Flood,Minor,2315803
PROP_00652,2023-11-11,Storm,Moderate,3125472
PROP_00655,2023-11-11,Flood,Moderate,1046727
PROP_00676,2023-11-11,Hail,Severe,2007768
PROP_00680,2023-11-11,Flood,Moderate,5326378
PROP_00683,2023-11-11,Flood,Minor,2358099
PROP_00687,2023-11-11,Flood,Severe,1231132
PROP_00695,2023-11-11,Flood,Minor,323407
PROP_00697,2023-11-11,Flood,Moderate,742463
PROP_00706,2023-11-11,Storm,Moderate,792752
PROP_00721,2023-11-11,Flood,Minor,844775
PROP_00734,2023-11-11,Flood,Severe,616441
PROP_00738,2023-11-11,Flood,Moderate,1543392
PROP_00743,2023-11-11,Flood,Moderate,364914
PROP_00744,2023-11-11,Hail,Severe,915153
PROP_00759,2023-11-11,Flood,Severe,974223
PROP_00766,2023-11-11,Flood,Minor,4263258
PROP_00769,2023-11-11,Storm,Moderate,3838750
PROP_00774,2023-11-11,Flood,Minor,4045703
PROP_00776,2023-11-11,Flood,Minor,6881229
PROP_00792,2023-11-11,Flood,Minor,3857605
PROP_00804,2023-11-11,Flood,Minor,1041824
PROP_00858,2023-11-11,Flood,Severe,3091195
PROP_00868,2023-11-11,Flood,Minor,1143479
PROP_00877,2023-11-11,Hail,Moderate,5021291
PROP_00880,2023-11-11,Storm,Moderate,1612346
PROP_00905,2023-11-11,Flood,Minor,714207
PROP_00906,2023-11-11,Flood,Moderate,2462598
PROP_00921,2023-11-11,Flood,Severe,75544
PROP_00928,2023-11-11,Hail,Moderate,1172911
PROP_00933,2023-11-11,Storm,Minor,992396
PROP_00940,2023-11-11,Hail,Minor,5087731
PROP_00956,2023-11-11,Hail,Minor,397221
PROP_00959,2023-11-11,Flood,Minor,1476147
PROP_00980,2023-11-11,Flood,Minor,3376699
PROP_00006,2023-12-11,Flood,Minor,2452388
PROP_00008,2023-12-11,Flood,Minor,2354602
PROP_00018,2023-12-11,Storm,Minor,2239928
PROP_00037,2023-12-11,Storm,Moderate,2982679
PROP_00062,2023-12-11,Flood,Moderate,4619037
PROP_00063,2023-12-11,Flood,Moderate,4914281
PROP_00090,2023-12-11,Hail,Moderate,2209038
PROP_00096,2023-12-11,Flood,Minor,842977
PROP_00113,2023-12-11,Flood,Moderate,226876
PROP_00120,2023-12-11,Flood,Severe,2451023
PROP_00121,2023-12-11,Flood,Moderate,2136506
PROP_00122,2023-12-11,Flood,Minor,1482543
PROP_00136,2023-12-11,Flood,Moderate,137072
PROP_00141,2023-12-11,Flood,Moderate,469961
PROP_00149,2023-12-11,Flood,Moderate,1066647
PROP_00154,2023-12-11,Flood,Severe,60200
PROP_00156,2023-12-11,Flood,Minor,975893
PROP_00205,2023-12-11,Storm,Minor,3190968
PROP_00222,2023-12-11,Flood,Severe,594765
PROP_00230,2023-12-11,Hail,Minor,2644009
PROP_00252,2023-12-11,Hail,Severe,520435
PROP_00263,2023-12-11,Flood,Minor,938165
PROP_00265,2023-12-11,Storm,Minor,6559108
PROP_00271,2023-12-11,Flood,Minor,1833137
PROP_00281,2023-12-11,Flood,Minor,551397
PROP_00286,2023-12-11,Flood,Moderate,1152829
PROP_00308,2023-12-11,Storm,Moderate,107405
PROP_00320,2023-12-11,Flood,Moderate,1275292
PROP_00337,2023-12-11,Hail,Moderate,1363277
PROP_00350,2023-12-11,Flood,Minor,104652
PROP_00352,2023-12-11,Flood,Minor,120137
PROP_00361,2023-12-11,Storm,Minor,2451091
PROP_00369,2023-12-11,Hail,Moderate,683419
PROP_00371,2023-12-11,Flood,Moderate,1485847
PROP_00389,2023-12-11,Flood,Severe,5156980
PROP_00394,2023-12-11,Hail,Minor,868286
PROP_00396,2023-12-11,Storm,Minor,3809803
PROP_00397,2023-12-11,Storm,Minor,1323046
PROP_00418,2023-12-11,Flood,Moderate,591562
PROP_00420,2023-12-11,Flood,Moderate,595853
PROP_00433,2023-12-11,Flood,Severe,721940
PROP_00439,2023-12-11,Flood,Severe,951240
PROP_00441,2023-12-11,Flood,Moderate,619016
PROP_00453,2023-12-11,Flood,Moderate,2656067
PROP_00456,2023-12-11,Flood,Minor,942273
PROP_00476,2023-12-11,Storm,Severe,2257524
PROP_00485,2023-12-11,Hail,Moderate,528847
PROP_00488,2023-12-11,Storm,Minor,551608
PROP_00495,2023-12-11,Flood,Moderate,726560
PROP_00499,2023-12-11,Flood,Moderate,481337
PROP_00501,2023-12-11,Flood,Moderate,217166
PROP_00504,2023-12-11,Flood,Moderate,3333802
PROP_00540,2023-12-11,Storm,Minor,404409
PROP_00546,2023-12-11,Flood,Moderate,1761226
PROP_00569,2023-12-11,Hail,Severe,370682
PROP_00576,2023-12-11,Flood,Minor,1047797
PROP_00577,2023-12-11,Flood,Minor,458567
PROP_00581,2023-12-11,Flood,Minor,391998
PROP_00582,2023-12-11,Storm,Moderate,292012
PROP_00589,2023-12-11,Storm,Moderate,1006587
PROP_00593,2023-12-11,Flood,Severe,479283
PROP_00594,2023-12-11,Storm,Moderate,995094
PROP_00597,2023-12-11,Flood,Minor,1406330
PROP_00602,2023-12-11,Hail,Moderate,1514300
PROP_00608,2023-12-11,Hail,Severe,2219161
PROP_00610,2023-12-11,Storm,Minor,2300644
PROP_00615,2023-12-11,Storm,Minor,452629
PROP_00622,2023-12-11,Flood,Moderate,1103713
PROP_00638,2023-12-11,Storm,Minor,912556
PROP_00652,2023-12-11,Flood,Moderate,3000555
PROP_00664,2023-12-11,Storm,Severe,1005570
PROP_00677,2023-12-11,Flood,Minor,1652679
PROP_00686,2023-12-11,Flood,Minor,3834434
PROP_00689,2023-12-11,Flood,Severe,292389
PROP_00711,2023-12-11,Hail,Severe,2646746
PROP_00715,2023-12-11,Flood,Minor,861771
PROP_00724,2023-12-11,Storm,Minor,569527
PROP_00728,2023-12-11,Flood,Severe,1738319
PROP_00730,2023-12-11,Storm,Minor,1302532
PROP_00738,2023-12-11,Flood,Moderate,2347320
PROP_00757,2023-12-11,Flood,Moderate,1263250
PROP_00767,2023-12-11,Flood,Minor,1207790
PROP_00769,2023-12-11,Storm,Moderate,2441632
PROP_00781,2023-12-11,Flood,Moderate,2117227
PROP_00787,2023-12-11,Hail,Severe,77541
PROP_00797,2023-12-11,Storm,Minor,738146
PROP_00802,2023-12-11,Hail,Minor,1793101
PROP_00825,2023-12-11,Storm,Minor,1430915
PROP_00848,2023-12-11,Flood,Moderate,2524869
PROP_00856,2023-12-11,Storm,Moderate,1565170
PROP_00862,2023-12-11,Flood,Minor,483823
PROP_00879,2023-12-11,Flood,Minor,1011915
PROP_00880,2023-12-11,Storm,Severe,761538
PROP_00885,2023-12-11,Flood,Severe,1286137
PROP_00900,2023-12-11,Hail,Moderate,2664388
PROP_00906,2023-12-11,Flood,Minor,2497387
PROP_00937,2023-12-11,Flood,Severe,2521779
PROP_00994,2023-12-11,Storm,Severe,1503423
PROP_00996,2023-12-11,Flood,Minor,1360495
